,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16,Xc2.lambda17,Xc2.lambda18,Xc2.lambda19,Xc2.lambda20
1432,ARB66171@N,26.18920091750727,12.525270004025217,30.36429091884901,18.59812818779502,14.043484549967667,22.393664552651146,14.423038186453281,32.641612737762685,5.313750910798577,28.086969099935335,34.91893455667636,18.59812818779502,7.591072729712253,24.670986371564823,16.700360005366957,41.75090001341739,31.50295182830585,3.4159827283705138,23.532325462107984,34.91893455667636,0.030896015759920535,0.03144560349717996,0.031114797542032942,0.03233233045924589,0.03082019103766889,0.0304538314154184,0.03149187119322095,0.031202334182701935,0.03093824202468229,0.030924497022844145,0.030565453448544125,0.03134611310263467,0.0314099965416567,0.03106264482845601,0.031098323513817958,0.03127168371947993,0.03005854376865302,0.031362381736304644,0.030404893664880132,0.030246615055044456
1433,APY23614@N,27.151154763168975,13.575577381584488,30.167949736854414,18.85496858553401,13.952676753295167,21.871763559219453,15.083974868427207,32.05344659540781,5.2793912039495225,29.413750993433055,34.3160428256719,16.969471726980608,7.164888062502923,24.134359789483533,15.461074240137888,42.23512963159618,30.922148480275776,3.393894345396122,23.38016104606217,33.938943453961215,0.0309343388487182,0.03132361887219316,0.03169207557693949,0.03256572284835869,0.03105206999986765,0.03081298941615431,0.031557090890191444,0.030985310850807694,0.03128892668743772,0.030744600068668956,0.03037115173895379,0.0315821980201791,0.032194992440493134,0.030929345183693748,0.03126873182943593,0.031108480297824734,0.030323122699481744,0.03104820032951651,0.03069264392653745,0.030425017763866222
1434,ALM09364@N,34.72989903535292,15.265889685869416,31.295073856032303,24.04377625524433,16.410831412309623,23.662129013097594,19.84565659163024,38.16472421467354,8.777886569374914,28.623543161005156,49.99578872122234,15.647536928016152,4.198119663614089,31.295073856032303,19.84565659163024,50.377435963369074,40.83625490970069,4.198119663614089,24.425423497391066,46.942610784048455,0.031379977709025765,0.031213475410694982,0.030494630818557304,0.031475669236012464,0.030307410630400603,0.030786870367579256,0.029806766995314687,0.030824341997077512,0.03121683371570221,0.030628698534189362,0.03071289399265173,0.030253159834618185,0.0308071031127483,0.030806857300473337,0.03136687315462967,0.031448274812944134,0.03134106347967815,0.030998598358240734,0.030519784935209925,0.03196347345751646
1435,AID56733@N,33.60769641199228,15.658131282860039,31.698168206765445,24.060055385858107,16.80384820599614,23.678149744812742,19.859093334359073,37.04484718140058,9.547641026134169,28.64292307840251,49.647733335897684,15.658131282860039,4.200962051499035,31.316262565720077,20.24099897540444,50.79345025903378,40.863903591854246,4.200962051499035,23.678149744812742,48.12011077171621,0.03136507066972641,0.03136175602878719,0.030687578954514804,0.031543980236090216,0.030210251526194547,0.03064923369762555,0.02992330817545544,0.03074128994689157,0.03132497749200725,0.030730455649311015,0.030692361555091467,0.030274199090918857,0.03063226247489366,0.030862199498845694,0.03111550920935801,0.03129555683887365,0.03151375206893699,0.030712429785646454,0.0305477565110576,0.03191042954440671
1436,AML40818@N,30.22884148164313,16.66461773988019,33.32923547976038,19.377462488232776,13.176674491998288,24.803151984937955,15.114420740821565,23.640504235643988,6.975886495763799,29.45374298211382,47.281008471287976,12.01402674270432,7.363435745528455,19.765011737997433,15.889519240350877,35.654530978348305,45.343262222464695,3.1003939981172444,19.377462488232776,31.00393998117244,0.0319721098244733,0.03094599647266602,0.030018487472958204,0.03002506690765549,0.031103854268469844,0.03120505462042604,0.029244086843182394,0.030523344684599638,0.03129434182289631,0.029960887374745955,0.030942806746449225,0.030734300944539085,0.03167509170610011,0.02851948067789036,0.031155365074250093,0.030350173752747765,0.030519202406591,0.030369436705577353,0.03170125718669239,0.030190404742434087
1437,AID56739@N,33.59361482660653,15.651570544214406,31.684886711458432,24.04997425086604,16.796807413303267,23.66822862783642,19.850772397540222,37.02932543387311,9.543640575740492,29.012667350251096,49.62693099385056,15.651570544214406,4.199201853325817,31.303141088428813,20.23251802056984,50.77216786293942,40.46503604113968,4.199201853325817,23.66822862783642,48.09994850173208,0.03137062258449633,0.031366934742287446,0.03068912000154971,0.031551175620399496,0.030227611181749204,0.030642836539498147,0.02991671560074069,0.030730021586261924,0.03134445549152125,0.030736264944642124,0.030704991968351764,0.030321539995998365,0.030664212370838387,0.030875326698352832,0.031096420936012833,0.03131468156550453,0.03154599456718266,0.030706064165907706,0.030541696930542983,0.031907689478541876
1438,AID56745@N,33.59361482660653,15.651570544214406,31.684886711458432,24.04997425086604,16.796807413303267,23.66822862783642,19.850772397540222,37.02932543387311,9.543640575740492,29.012667350251096,49.62693099385056,15.651570544214406,4.199201853325817,31.303141088428813,20.23251802056984,50.77216786293942,40.46503604113968,4.199201853325817,23.66822862783642,48.09994850173208,0.03137062258449633,0.031366934742287446,0.03068912000154971,0.031551175620399496,0.030227611181749204,0.030642836539498147,0.02991671560074069,0.030730021586261924,0.03134445549152125,0.030736264944642124,0.030704991968351764,0.030321539995998365,0.030664212370838387,0.030875326698352832,0.031096420936012833,0.03131468156550453,0.03154599456718266,0.030706064165907706,0.030541696930542983,0.031907689478541876
1439,AID56751@N,32.70283479890913,15.971151878537018,30.801507194321392,25.858055422393267,16.731682920372116,23.57646229688798,19.0132760458774,35.74495896624952,8.365841460186058,28.519914068816103,51.33584532386899,15.971151878537018,4.943451771928125,30.421241673403845,19.39354156679495,50.95557980295144,39.92787969634254,4.182920730093029,24.336993338723076,46.77265907285841,0.0313157721801982,0.03163038619076395,0.030873073897752592,0.031735180732048826,0.03029120830631314,0.030649526462979342,0.03026918716072435,0.030793975230754164,0.03133283991941502,0.030822436629241574,0.030539531726711838,0.03025199194447527,0.03047309300097452,0.030886821066785183,0.031180208562476944,0.03136983113159528,0.03166271869284297,0.030778787877476427,0.031180797898690108,0.03169711047023227
1440,AID56757@N,33.623551945990876,15.665518520291203,31.713122858150484,24.835578141925076,16.811775972995438,23.689320689220843,19.486376695971984,36.6802384865355,9.552145439201952,29.038522135173938,49.67115628385015,15.283432702723124,4.2029439932488595,31.331037040582405,20.25054833110814,50.817413736554386,40.88318247978436,4.2029439932488595,23.689320689220843,48.14281301357784,0.031373196527445336,0.031312619994333206,0.030627336176472265,0.031526697189850586,0.030172164154296466,0.03061088187117098,0.02997056575929177,0.03068723476818751,0.03136730950817054,0.030637253138945813,0.030729720267109,0.0302134412003129,0.03065874546595787,0.030791541492026144,0.031145550358413987,0.03133428241446778,0.031568408245522414,0.030808043200091617,0.030500522802425947,0.03187866789742977
1441,AID56763@N,33.623650850299484,15.665564600707715,31.713216142896105,24.45356425476326,16.811825425149742,23.68939037180191,19.868520956995148,36.68034638214489,9.552173537016898,29.03860755253137,49.671302392487874,15.283477659227039,4.2029563562874355,31.33112920141543,20.250607898475824,50.817563216929905,40.88330273843233,4.2029563562874355,23.68939037180191,48.14295462656517,0.03137886235305655,0.03131063921174649,0.03063100519756092,0.03152733850117353,0.030173237694061092,0.03060624198756274,0.02996319042308165,0.030687639930307847,0.03136975445036779,0.03063801723657122,0.03073036202685459,0.03021391321665866,0.030660960725627382,0.030793887805134788,0.031149980575722817,0.03134568142321328,0.03155502131763588,0.03080341930794077,0.030504397777344212,0.03186950735770202
1442,AHY22525@N,32.78593659265409,16.765535757607203,28.68769451857233,24.58945244449057,15.647833373766725,26.452289750891367,17.138103218887366,34.27620643777473,7.451349225603202,27.19742467345169,44.708095353619214,19.000940525288165,7.823916686883362,26.452289750891367,23.09918259936993,49.924039811541455,34.27620643777473,3.725674612801601,28.31512705729217,35.76647628289537,0.03211332981651168,0.03285516073191097,0.02952270176651804,0.030642721424971323,0.03160601021363745,0.031129619554897743,0.030156119629813846,0.03002302512949111,0.031628460353301566,0.032239121391120985,0.03152261644489362,0.031013093276301047,0.03195688987046677,0.031192485344788197,0.031122132980418545,0.03179051165982105,0.03269110861912219,0.030629411533865836,0.03144066352915018,0.03215735544883757
1443,AHY22535@N,32.78593659265409,16.765535757607203,28.68769451857233,24.58945244449057,15.647833373766725,26.452289750891367,17.138103218887366,34.27620643777473,7.451349225603202,27.19742467345169,44.708095353619214,19.000940525288165,7.823916686883362,26.452289750891367,23.09918259936993,49.924039811541455,34.27620643777473,3.725674612801601,28.31512705729217,35.76647628289537,0.03211332981651168,0.03285516073191097,0.02952270176651804,0.030642721424971323,0.03160601021363745,0.031129619554897743,0.030156119629813846,0.03002302512949111,0.031628460353301566,0.032239121391120985,0.03152261644489362,0.031013093276301047,0.03195688987046677,0.031192485344788197,0.031122132980418545,0.03179051165982105,0.03269110861912219,0.030629411533865836,0.03144066352915018,0.03215735544883757
1444,AHY22545@N,32.82109672640096,16.783515371455035,29.091426643855396,24.615822544800718,15.664614346691366,26.4806575860735,17.15648237970959,34.31296475941918,7.459340165091127,27.226591602582612,44.75604099054676,18.648350412727815,7.832307173345683,26.4806575860735,23.123954511782493,49.97757910611055,34.31296475941918,3.7296700825455633,28.34549262734628,35.80483279243741,0.03213074651613513,0.032834975270962775,0.02948071887089958,0.030591482805108566,0.03160318558233168,0.031124918667540337,0.03013235958467213,0.03001579083589917,0.031597224986416095,0.03223812733606628,0.031472819643103486,0.030978971757813285,0.03198089984007159,0.031162389668363877,0.031070792196151605,0.03181057972632542,0.03265200349833671,0.030628069563736655,0.03141052048022889,0.03211641491528037
1445,AHY22555@N,32.10960202550311,16.42816847816438,28.749294836787666,24.64225271724657,15.681433547338726,26.509090044310703,17.174903408990033,34.34980681798007,7.467349308256536,27.25582497513636,44.804095849539216,19.04174073605417,7.840716773669363,26.509090044310703,23.148782855595265,50.77797529614445,34.34980681798007,3.733674654128268,28.749294836787666,35.84327667963137,0.03212329881491096,0.0327275899390229,0.02955776080064037,0.03065267848640558,0.03149689709333728,0.031063610208452344,0.030169671708137172,0.029989894893355292,0.031621465260327566,0.03220724155027512,0.031478073904968554,0.03095774203942463,0.031889809067733685,0.031158930485158852,0.03111048469796139,0.031683292386106794,0.03266849626539215,0.030579848518442945,0.03137545550038766,0.03212029296673189
1446,AHY22565@N,31.67954944284148,16.77152617562196,28.697944789397575,24.598238390912208,15.653424430580495,26.461741299314646,17.144226757302448,34.288453514604896,7.45401163360976,27.57984304435611,44.72406980165856,19.007729665704886,7.8267122152902475,26.461741299314646,23.107436064190257,51.059979690226854,33.915752932924406,3.72700581680488,28.325244207717088,35.779255841326844,0.03210395808910119,0.03287912447294273,0.029584550742665697,0.030615336987561304,0.031560152751659604,0.031144266273547994,0.03014501675032282,0.029953444979264412,0.0316435784069574,0.03218679047572284,0.0314735207131117,0.03107959380227347,0.03200666120465375,0.031134644972541196,0.031095145265168034,0.03181813547104045,0.032663817363444224,0.03060916480275423,0.031426298054144965,0.032176216740634055
1447,AIN52100@N,33.57978584516128,15.64512749604105,31.6718434675953,24.040073957331373,16.78989292258064,23.658485481818175,19.84260072668621,37.014082124780046,9.53971188782991,29.000724139002923,49.22491334120233,15.64512749604105,4.19747323064516,31.6718434675953,20.22418920219941,50.751267243255114,40.44837840439882,4.19747323064516,23.658485481818175,48.080147914662746,0.031364183851126916,0.03137839467664491,0.03068306300642174,0.03154230562004029,0.03022084254874369,0.030654414504327498,0.02993289867410688,0.03074682686150083,0.03136762692977811,0.030743055359570323,0.030712113240756664,0.03031876575669961,0.03066444162701508,0.030910977699724687,0.031089015459823316,0.031323248052174936,0.031573633675516584,0.030716480859804735,0.03054617553519343,0.031923060547833365
1448,AIN52106@N,33.57978584516128,15.64512749604105,31.6718434675953,24.040073957331373,16.78989292258064,23.658485481818175,19.84260072668621,37.014082124780046,9.53971188782991,29.000724139002923,49.22491334120233,15.64512749604105,4.19747323064516,31.6718434675953,20.22418920219941,50.751267243255114,40.44837840439882,4.19747323064516,23.658485481818175,48.080147914662746,0.031364183851126916,0.03137839467664491,0.03068306300642174,0.03154230562004029,0.03022084254874369,0.030654414504327498,0.02993289867410688,0.03074682686150083,0.03136762692977811,0.030743055359570323,0.030712113240756664,0.03031876575669961,0.03066444162701508,0.030910977699724687,0.031089015459823316,0.031323248052174936,0.031573633675516584,0.030716480859804735,0.03054617553519343,0.031923060547833365
1449,AID56769@N,33.59361482660653,15.651570544214406,31.684886711458432,24.04997425086604,16.796807413303267,23.66822862783642,19.850772397540222,37.02932543387311,9.543640575740492,29.012667350251096,49.62693099385056,15.651570544214406,4.199201853325817,31.303141088428813,20.23251802056984,50.77216786293942,40.46503604113968,4.199201853325817,23.66822862783642,48.09994850173208,0.03137062258449633,0.031366934742287446,0.03068912000154971,0.031551175620399496,0.030227611181749204,0.030642836539498147,0.02991671560074069,0.030730021586261924,0.03134445549152125,0.030736264944642124,0.030704991968351764,0.030321539995998365,0.030664212370838387,0.030875326698352832,0.031096420936012833,0.03131468156550453,0.03154599456718266,0.030706064165907706,0.030541696930542983,0.031907689478541876
1450,AID56775@N,33.59418534461403,15.65183635374063,31.685424813670057,24.432134796082934,16.797092672307016,23.668630583705344,19.46935741562859,37.0299543003132,9.543802654719896,29.013160070348484,49.62777380454346,15.65183635374063,4.199273168076754,31.30367270748126,20.23286162800618,50.77303012310985,40.46572325601236,4.199273168076754,23.668630583705344,48.10076537978828,0.03136687092539808,0.031368481714349375,0.03068909349481549,0.03154051261400135,0.0302287854909997,0.030649716594496525,0.02991079696415788,0.03073303954665076,0.031342285745400336,0.030735636217687393,0.030702323146920826,0.030315604847656483,0.030662375677959278,0.030877440147892486,0.03110335044245172,0.03131587964333996,0.03155061244943345,0.030703692508935676,0.03054156819810722,0.031909827440550306
1451,AID57105@N,33.59775135988396,15.653497792673209,31.68878821443601,24.0529356326442,16.79887567994198,23.671143003554608,19.853216712658703,37.033885021690274,9.544815727239762,28.634447181719285,50.01483441073635,15.653497792673209,4.199718919985495,30.92520295625683,20.235009341748295,50.77841966891553,40.47001868349659,4.199718919985495,23.671143003554608,47.72407863619881,0.03136065881346949,0.03140955453603729,0.030620321987057407,0.031563383684562483,0.030256291485330152,0.03061366665931319,0.02994828030878286,0.030740090262220656,0.03138801636677424,0.03060799773509154,0.030518664788034257,0.03044595299917539,0.03063122582846038,0.030807834632747517,0.0312613061788247,0.031265875864014685,0.031675724828240485,0.030708685837943926,0.030466043500032226,0.031917794614296634
1452,AID56781@N,33.19455549058242,15.643411208205508,31.668369031245298,24.418983349393965,16.78805105270835,23.655890119725402,19.840423971382595,37.010021638925224,9.538665370857018,28.61599611257105,49.98260654329077,15.643411208205508,4.197012763177088,31.286822416411017,19.840423971382595,50.745699772959334,40.44394117243375,4.197012763177088,23.655890119725402,48.456420083953645,0.03138243547222046,0.03142948725203743,0.030654037795901232,0.031541039429266164,0.03019738658895315,0.030670982702887612,0.02995803933548735,0.030754981596611365,0.03135839199800187,0.030759641334175095,0.03073118346209424,0.03031059095463985,0.030689221799429872,0.030866349024883097,0.031157143188301935,0.031332527220961234,0.03155699740155865,0.03065486216785732,0.030539935960348034,0.03190815048010346
1453,AID56787@N,33.07743778557063,15.968418241309958,31.17643561398611,25.85362953354946,16.728819109943768,23.572426927648035,19.010021715845188,35.738840825788955,8.364409554971884,28.515032573767783,51.32705863278201,15.968418241309958,4.942605646119749,30.416034745352302,19.390222150162092,50.94685819846511,39.54084516895799,4.182204777485942,24.33282779628184,46.764653420979165,0.031307674913193584,0.03161923823078967,0.03083541791869091,0.031762907488132125,0.030266729845658487,0.030643554693356015,0.030238046150497515,0.030870226378596537,0.03126735477257269,0.030873884611293156,0.030481611082269783,0.03025651640242838,0.03048787091820159,0.030950462584158643,0.0311226435727407,0.03126744417553411,0.031720652522713895,0.030818868908508268,0.03106414956449857,0.031944310949261694
1454,ALM09370@N,34.720665175413124,15.261830846335439,31.28675323498765,24.03738358297832,16.406468159810597,23.274292040661546,19.84038010023607,37.77303134468021,9.157098507801264,28.615932836878947,49.98249602174857,15.643376617493825,4.197003482742246,31.28675323498765,19.84038010023607,50.36404179290695,40.443851742788915,4.197003482742246,24.418929354136704,46.93012985248148,0.031349523342937564,0.031248676779534402,0.030456864380435753,0.03139714811851295,0.030305080682665537,0.030869763873883856,0.02993091160411205,0.030846141481903885,0.03116605763529471,0.030657352095044808,0.030799507040504683,0.030169423603412456,0.030793421165752826,0.030852485597168303,0.03140135426511019,0.03148767049533557,0.031194991327889023,0.03089165323938157,0.03065254416447836,0.03198365794825565
1455,AHE78097@N,32.85339584936143,16.426697924680717,28.746721368191256,24.640046887021075,15.68002983719523,26.506717105734793,17.173366012166206,34.34673202433241,7.840014918597615,27.25338519322028,44.800085249129225,19.04003623087992,7.840014918597615,26.506717105734793,23.1467107120501,50.02676186152764,34.34673202433241,3.7333404374274357,28.37338732444851,35.84006819930338,0.03210335030289089,0.032761783249073834,0.029554816821728034,0.03067357270055387,0.03154358464676782,0.03105282099747239,0.03013431435946744,0.02996474910857502,0.03159370101444573,0.032177523969203974,0.03153496191744114,0.030931948129789694,0.031860712929076995,0.031139616408198324,0.03111187903488829,0.03169362903998191,0.032657308169664584,0.03061436011982052,0.03141237045193257,0.03214895288628364
1456,AID56793@N,33.57905902728879,15.644788864986822,31.671157946192835,24.03955362180902,16.789529513644396,23.65797340558983,19.84217124339792,37.01328097326151,9.53950540547977,29.000096432658502,49.223847892275614,15.644788864986822,4.197382378411099,31.671157946192835,20.223751459617112,50.75016875715237,40.447502919234225,4.197382378411099,23.65797340558983,48.07910724361804,0.031375793504473025,0.03137897979833498,0.0306989450736078,0.03157058010099288,0.030228184195711088,0.030662080654032486,0.029899359343298033,0.030731120570254084,0.031354298184668186,0.030752159896313396,0.030723682232879097,0.03032165020828717,0.030684529461356483,0.0308764257580496,0.03110050613282453,0.03132548150840495,0.031557185328681195,0.030716135431096202,0.03056225715844677,0.031900429239097215
1457,AID56799@N,33.59361482660653,15.651570544214406,31.684886711458432,24.04997425086604,16.796807413303267,23.66822862783642,19.850772397540222,37.02932543387311,9.543640575740492,29.012667350251096,49.62693099385056,15.651570544214406,4.199201853325817,31.303141088428813,20.23251802056984,50.77216786293942,40.46503604113968,4.199201853325817,23.66822862783642,48.09994850173208,0.03137062258449633,0.031366934742287446,0.03068912000154971,0.031551175620399496,0.030227611181749204,0.030642836539498147,0.02991671560074069,0.030730021586261924,0.03134445549152125,0.030736264944642124,0.030704991968351764,0.030321539995998365,0.030664212370838387,0.030875326698352832,0.031096420936012833,0.03131468156550453,0.03154599456718266,0.030706064165907706,0.030541696930542983,0.031907689478541876
1458,AID57039@N,33.94062011792194,15.635566571177522,32.796554271250415,24.40673806232589,16.779632417849047,23.644027497878206,19.830474675639785,36.610107093488836,9.152526773372209,29.364356731235837,49.576186689099465,15.635566571177522,4.576263386686104,31.271133142355044,20.21182995786363,49.9575419713233,39.66094935127957,4.194908104462262,23.644027497878206,47.669410277980255,0.03133328193842831,0.031414886003342864,0.03075294710445295,0.03139665049577598,0.03023651348337471,0.030669548360463615,0.030021801204138526,0.03088826482906095,0.03137231050665951,0.030631880069788286,0.030741388715277814,0.03037564854798869,0.030596262623647823,0.030925000630970607,0.031079417597090323,0.031191677501296595,0.03165467668728759,0.03074308645136055,0.030655376645762285,0.03196409837999013
1459,ANY27031@N,33.7788298735225,16.320108815297385,31.501605387667045,24.29039451579146,16.69964622960663,22.77224485855449,19.735945544080558,37.19466660230567,9.488435357731039,28.844843487502356,49.3398638602014,15.561033986678902,4.174911557401657,31.501605387667045,20.1154829583898,49.3398638602014,39.85142850247036,4.174911557401657,23.531319687172974,47.82171420296443,0.031632372737413164,0.03147402535366362,0.030741268777187823,0.03159533153077356,0.030325209710893482,0.03087529246230692,0.030025938567795965,0.030721986451349284,0.03144436941962823,0.030877199824552767,0.030838256227167363,0.030439086847168905,0.030768006755090935,0.031003994917983366,0.031325185233875216,0.031337342397015196,0.031630054782821715,0.030851076741804925,0.030650230933591496,0.03190635601867448
1460,AOC38021@N,33.87384895147126,17.127226997934905,33.4932439070727,25.500537974703082,16.74662195353635,21.694487530717545,19.03025221992767,36.15747921786258,7.231495843572516,29.68719346308717,53.284706215797485,14.843596731543585,4.947865577181195,27.784168241094402,19.410857264326225,49.47865577181195,39.96352966184811,4.186655488384088,24.739327885905976,46.05321037222497,0.03133293618552266,0.03142982138438007,0.03055644284017797,0.03156573871930186,0.030233813775096357,0.0310385153337577,0.029842624589567577,0.030817832904007664,0.03135911273747851,0.030608612286052026,0.030715631464604636,0.03019063058875268,0.030352818367494396,0.030924255273063753,0.030984357589712443,0.031744486234847547,0.031719273378309897,0.030688813235490872,0.031147828272174223,0.03214141044165363
1461,AHX26019@N,26.19311785748025,13.286364130605923,31.12805310599102,17.082468167921903,14.04558493806912,22.397013820164272,14.804805745532315,31.887273913454216,6.073766459705565,29.230001087333033,35.68337795077019,16.702857764190302,6.832987267168761,23.915455435090664,16.323247360458705,40.61831319928097,33.02610512464901,3.4164936335843805,23.915455435090664,34.5445467395754,0.03082447538605651,0.03171042752761585,0.03106903759686568,0.032353553730077936,0.031056803162320196,0.03063178383542468,0.03103943367206063,0.03105687067252101,0.03179864204090747,0.031132680279543065,0.0296990677061442,0.03125040194589967,0.03125910363722187,0.030299222355122044,0.031239656063489177,0.03102015486862965,0.030361698997552904,0.031860129928405256,0.03069894122059339,0.03002751164195122
1462,AID56805@N,33.222315433708545,15.65649348025345,31.69485265514723,24.05753876234067,16.802090564174435,23.67567306770034,19.85701612129706,37.040972380111825,9.546642366008202,29.021792792664932,49.64254030324265,15.65649348025345,4.200522641043609,31.3129869605069,20.238881815937386,51.17000308180396,40.47776363187477,4.200522641043609,23.67567306770034,48.11507752468134,0.0313699768391107,0.0313732683879867,0.030708558717232142,0.03154198599337704,0.030213699338956963,0.03064897955898493,0.029915821780159776,0.030722131265162,0.031320048794502876,0.03073437427098005,0.030714850179109986,0.03033288302095391,0.03063767857524998,0.03081608811994948,0.031089597025854992,0.03133622718411857,0.0315218163190261,0.03070507875289333,0.03050178536908209,0.03192945586698016
1463,AID57087@N,33.248678741585096,15.668917567873434,31.720003856914513,24.076629433561617,16.81542373137637,23.694460712393973,19.87277350071753,37.07036595326154,9.936386750358764,28.662654087573355,49.681933751793814,15.668917567873434,4.586024654011737,31.337835135746868,20.254942221885173,51.21060863646439,40.509884443770346,4.2038559328440925,23.312291991226328,48.153258867123235,0.03139744264690147,0.03137456189634398,0.03068005675460411,0.03155855412546598,0.030204814954939162,0.03064667374415272,0.029877354124317516,0.030766002050412026,0.03125224651993777,0.030687898073980868,0.03066718523266114,0.0302942494817568,0.030654447128715304,0.030776871455623578,0.03110193940138149,0.03131474605164381,0.03150154851912319,0.030689643046999216,0.030474373943529223,0.03191066967986585
1464,AID56811@N,33.59361482660653,15.651570544214406,31.684886711458432,24.04997425086604,16.796807413303267,23.66822862783642,19.850772397540222,37.02932543387311,9.543640575740492,29.012667350251096,49.62693099385056,15.651570544214406,4.199201853325817,31.303141088428813,20.23251802056984,50.77216786293942,40.46503604113968,4.199201853325817,23.66822862783642,48.09994850173208,0.03137062258449633,0.031366934742287446,0.03068912000154971,0.031551175620399496,0.030227611181749204,0.030642836539498147,0.02991671560074069,0.030730021586261924,0.03134445549152125,0.030736264944642124,0.030704991968351764,0.030321539995998365,0.030664212370838387,0.030875326698352832,0.031096420936012833,0.03131468156550453,0.03154599456718266,0.030706064165907706,0.030541696930542983,0.031907689478541876
1465,AID56817@N,33.59361482660653,15.651570544214406,31.684886711458432,24.04997425086604,16.796807413303267,23.66822862783642,19.850772397540222,37.02932543387311,9.543640575740492,29.012667350251096,49.62693099385056,15.651570544214406,4.199201853325817,31.303141088428813,20.23251802056984,50.77216786293942,40.46503604113968,4.199201853325817,23.66822862783642,48.09994850173208,0.03137062258449633,0.031366934742287446,0.03068912000154971,0.031551175620399496,0.030227611181749204,0.030642836539498147,0.02991671560074069,0.030730021586261924,0.03134445549152125,0.030736264944642124,0.030704991968351764,0.030321539995998365,0.030664212370838387,0.030875326698352832,0.031096420936012833,0.03131468156550453,0.03154599456718266,0.030706064165907706,0.030541696930542983,0.031907689478541876
1466,AID56823@N,33.599582810913105,15.654351082357245,31.690515605747592,24.05424678508552,16.799791405456553,23.67243334405242,19.85429893372138,37.035903780211044,9.545336025827588,29.39963495954897,50.01756077533656,15.654351082357245,4.199947851364138,30.926888723681383,20.236112374754487,50.399374216369665,40.472224749508975,4.199947851364138,23.67243334405242,48.10849357017104,0.03134238966381314,0.03143557902888981,0.030704243114405026,0.03153405856461662,0.030223086760751496,0.03066691791978242,0.02992729841964366,0.030777868509326615,0.031272403283883914,0.03067058722300857,0.030748122028820213,0.030351251316536362,0.030609798521471516,0.03086257319564348,0.031052486073164947,0.03133340391038279,0.03159138014752781,0.030699130068247676,0.030511833235006704,0.031872147981973686
1467,AHX26028@N,26.19312466240662,13.286367582380171,31.12806119300497,17.082472605917363,14.04558858708761,22.01740913651571,14.804809591795047,31.50767169535869,6.453378540013226,29.609619183590095,35.6833872212496,16.702862103563643,6.832989042366945,23.915461648284307,16.323251601209925,40.61832375184795,32.64650320241985,3.4164945211834725,23.915461648284307,34.92416621654216,0.030888034462485916,0.031766248359187246,0.031017580943846778,0.032284334210269966,0.031025491690323006,0.0306435368788774,0.031057923264729063,0.030960017839324287,0.031799801659606435,0.03117991266917118,0.02972971127173609,0.031256326838059866,0.031225885876028273,0.030254368254098746,0.03125801991649962,0.03106161948886461,0.03030981354158629,0.03185459474089042,0.030742913345218056,0.03007336239547777
1468,AID56829@N,33.599582810913105,15.654351082357245,31.690515605747592,24.05424678508552,16.799791405456553,23.67243334405242,19.85429893372138,37.035903780211044,9.545336025827588,29.39963495954897,50.01756077533656,15.654351082357245,4.199947851364138,30.926888723681383,20.236112374754487,50.399374216369665,40.472224749508975,4.199947851364138,23.67243334405242,48.10849357017104,0.03134238966381314,0.03143557902888981,0.030704243114405026,0.03153405856461662,0.030223086760751496,0.03066691791978242,0.02992729841964366,0.030777868509326615,0.031272403283883914,0.03067058722300857,0.030748122028820213,0.030351251316536362,0.030609798521471516,0.03086257319564348,0.031052486073164947,0.03133340391038279,0.03159138014752781,0.030699130068247676,0.030511833235006704,0.031872147981973686
1469,AID56835@N,33.222315433708545,15.65649348025345,31.69485265514723,24.05753876234067,16.802090564174435,23.67567306770034,19.85701612129706,37.040972380111825,9.546642366008202,29.021792792664932,49.64254030324265,15.65649348025345,4.200522641043609,31.3129869605069,20.238881815937386,51.17000308180396,40.47776363187477,4.200522641043609,23.67567306770034,48.11507752468134,0.0313699768391107,0.0313732683879867,0.030708558717232142,0.03154198599337704,0.030213699338956963,0.03064897955898493,0.029915821780159776,0.030722131265162,0.031320048794502876,0.03073437427098005,0.030714850179109986,0.03033288302095391,0.03063767857524998,0.03081608811994948,0.031089597025854992,0.03133622718411857,0.0315218163190261,0.03070507875289333,0.03050178536908209,0.03192945586698016
