,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13
725,AIA62206@N,42.27999996510734,22.840919521379828,54.429425242437034,30.616551698870833,20.897011477007077,26.72873561012533,23.326896532473015,44.22390800948009,8.74758619967738,41.30804594292096,59.7751723644621,19.9250574548207,11.17747125514332,36.93425284308228,23.8128735435662,55.40137926462341,51.999540186971096,5.345747122025066,25.270804576845766,63.6629884532076,0.04152101140624117,0.03973779139705816,0.038998413099243796,0.03931105758779999,0.039283278568338895,0.04123548210263996,0.039465164998646676,0.038473323748923656,0.040355429161498896,0.038156619543098284,0.038675803113241106,0.03930054591750319,0.03950906826257833
726,AIA62212@N,49.39249970236141,21.79080869221827,51.32946047500303,30.991372362265984,18.885367533255835,32.4440929417472,19.853847919576644,47.455538929719786,6.295122511085278,30.991372362265984,58.108823179248716,17.432646953774615,12.10600482901015,37.28649487335126,28.57017139646395,57.62458298608831,42.61313699811573,7.747843090566496,28.08593120330355,68.27786723561725,0.041540592695595215,0.040027312547124806,0.03938523977803059,0.03972875947820355,0.039032167703807,0.04011175996113372,0.03772264785044576,0.039658796824572864,0.039891830394402625,0.03908376650122755,0.039586270253584736,0.04019865945614029,0.03979200339532524
727,AIA62227@N,52.92361693171114,23.36267774462924,50.06288088134838,30.99130721226328,18.594784327357967,28.130571161900516,20.501941694266478,46.72535548925848,7.151840125906911,32.42167523744466,54.83077429861965,20.02515235253935,12.396522884905313,34.328832604353174,27.17699247844626,58.645089032436665,37.66635799644306,7.628629467634038,29.08414984535477,64.3665611331622,0.04201593384298664,0.04097969662017963,0.039763772004362125,0.040341546830909826,0.039320429424277,0.04122253185768639,0.03833859356436922,0.040272786705243306,0.04016729008694807,0.040040791748967214,0.04048489263678956,0.039963575978013054,0.04029881697214057
728,AIA62259@N,39.28301450534833,17.984994592810082,36.4432785170099,18.93157325558956,19.87815191836904,22.24459857531773,21.298019912538255,37.38985717978938,7.572629302235824,33.60354252867147,47.3289331389739,21.298019912538255,9.93907595918452,28.39735988338434,20.351441249758775,45.43577581341494,36.4432785170099,9.46578662779478,22.24459857531773,40.22959316812781,0.04227076005314608,0.04265297051319563,0.04042767006892536,0.04055096922103661,0.0383538438999662,0.04046270451136101,0.040080133972771215,0.04108922133789532,0.039638315085589744,0.04015717661846788,0.04054632253902141,0.03993311147196461,0.04054746931691994
729,AIA62277@N,43.45032235621251,18.144090654242586,35.33322916878819,31.51342061000028,17.666614584394097,30.558468470303303,18.144090654242586,36.765657378333664,7.639617117575826,35.810705238636686,51.089939473788334,25.78370777181841,8.117093187424315,35.810705238636686,24.82875563212143,44.88275056575797,49.65751126424286,5.729712838181869,25.78370777181841,43.45032235621251,0.04171328440603699,0.04214148545190748,0.03843600999538049,0.040053235409393394,0.040920279655032234,0.03936185803576975,0.03909167926967057,0.040530165845312716,0.04028406696911911,0.03918698240623478,0.04010453530606725,0.03999804153635812,0.04070230586522793
730,AIA62352@N,43.8577276039566,20.49872051054493,39.567297729656495,31.93986684201187,20.97543494102272,27.649436967711768,23.359007093411666,46.24129975634554,8.104145318122415,33.370010133445234,58.15916051829027,25.742579245800613,9.534288609555782,34.8001534248786,28.126151398189556,61.97287596211258,43.8577276039566,3.813715443822313,38.61386886870092,44.33444203443439,0.041649891750985865,0.042061144141927395,0.03875521781852175,0.039410844537226,0.04057169135440612,0.04120984006534633,0.03873276730780219,0.03860941344669552,0.040158018926313065,0.04066424482050042,0.040674450355830165,0.03985012930911744,0.04093791568753859
731,ALE71331@N,33.82419574738212,17.395300670082232,39.6226293040762,21.74412583760279,17.878503466473408,28.02576219068804,19.328111855646927,40.58903489685854,7.73124474225877,37.206615322120335,45.42106286077028,20.777720244820447,8.697650335041116,29.958573376252737,20.777720244820447,52.1859020102467,42.03864328603206,4.348825167520558,30.44177617264391,43.48825167520558,0.03924773847744602,0.040428525741036156,0.03972580951089731,0.04117757792924063,0.039690851738861735,0.03903979763586744,0.0396733340270383,0.03959156347544974,0.04061626456170492,0.03995846240425883,0.03797509076962494,0.039863187949441437,0.03980899938795941
732,AKQ63083@N,38.48651552409444,20.723508359127777,41.94043358394907,24.670843284675925,16.77617343357963,32.0720962700787,19.24325776204722,30.09842880730463,9.374920448176852,37.499681792707406,58.7166070175287,15.295922836499074,9.374920448176852,25.164260150369444,19.73667462774074,46.38118537519074,58.22319015183518,3.947334925548148,24.177426418982407,39.966766121175,0.040827715543949976,0.03924863327741253,0.03831220879417577,0.03821211195332588,0.03924633505077839,0.03918383203380006,0.037256310937493466,0.03862080223473998,0.03937537074200991,0.037674691549787344,0.03932916282512362,0.03894122866397408,0.040354730699910524
733,ATJ01093@N,34.232936472513586,16.875391218844726,38.5723227859308,23.625547706382616,17.839699288492994,27.96493401979983,17.839699288492994,42.42955506452388,6.75015648753789,35.197244542161854,43.876017168996285,22.661239636734344,9.160926661658564,31.340012263568774,20.25046946261367,54.00125190030312,39.53663085557907,4.339386313417215,29.89355015909637,45.32247927346869,0.039407628535353546,0.04013257595210423,0.03996815447917132,0.04133055114609629,0.0396711995846708,0.038910599993106657,0.040054355749001194,0.039850905907787865,0.039523301276391545,0.03959064430996643,0.03908166591516109,0.039986425647550235,0.040337956679503774
734,AVI69519@N,32.915403551726406,20.035463031485637,40.070926062971274,21.943602367817604,16.219184358821707,27.6680203768135,18.127323695153674,40.070926062971274,6.201452843078888,34.82354288805837,43.410169901552216,19.558428197402648,9.063661847576837,31.00726421539444,21.46656753373461,47.70348340829914,44.3642395697182,4.293313506746922,32.438368717643414,43.410169901552216,0.03914483304139949,0.0407258027685766,0.04005961767369389,0.04185315265242871,0.03983174231633756,0.03944387718621067,0.040915252303818934,0.04044871330568575,0.041035198069498006,0.0399949340585791,0.03868296656058086,0.040626272116518376,0.04020280386368058
735,YP_009200735@N,39.28301450534833,17.984994592810082,36.4432785170099,18.93157325558956,19.87815191836904,22.24459857531773,21.298019912538255,37.38985717978938,7.572629302235824,33.60354252867147,47.3289331389739,21.298019912538255,9.93907595918452,28.39735988338434,20.351441249758775,45.43577581341494,36.4432785170099,9.46578662779478,22.24459857531773,40.22959316812781,0.04227076005314608,0.04265297051319563,0.04042767006892536,0.04055096922103661,0.0383538438999662,0.04046270451136101,0.040080133972771215,0.04108922133789532,0.039638315085589744,0.04015717661846788,0.04054632253902141,0.03993311147196461,0.04054746931691994
736,ARI44809@N,38.472363480074435,19.47366546522286,33.72268897636154,31.822819174876383,17.573795663737705,31.347851724505094,18.52373056448028,34.67262387710412,6.1745768548267606,33.72268897636154,48.44667993787151,27.54811212153478,8.549414106683207,37.52242857933185,23.273405068193174,51.296484640099244,48.44667993787151,5.224641954084182,26.12320977042091,47.49674503712893,0.04151687225911937,0.04312663905377662,0.03882680952064051,0.04115516414069078,0.04058521545193595,0.0397127305828593,0.03930905167645566,0.040355630591172136,0.040465811758575616,0.03890522797171403,0.03988854050092168,0.03976298186568099,0.041421874255168134
737,APY26852@N,33.36382623827109,15.956612548738345,38.1991633742524,24.176685679906583,16.923679975934608,27.561421675093506,17.89074740313087,42.06743308303746,7.253005703971975,35.78149480626174,44.48510165102812,23.20961825271032,9.187140558364502,31.42969138387856,20.30841597112153,55.12284335018701,40.13329822864493,4.351803422383185,30.462623956682297,45.45216907822438,0.039074607132481363,0.040241439386905734,0.039597147851961126,0.04112414106129796,0.039451884174323146,0.03913776135090731,0.040223712219967796,0.03953525159387813,0.039294088260241014,0.03957744449328081,0.039006741289568034,0.03989413602488528,0.04030793156217069
738,APY26861@N,33.74405289405955,16.389968548543212,37.60051608195207,24.10289492432825,17.836142244002907,27.477300213734207,18.31820014248947,41.456979269844595,6.74881057881191,36.154342386492374,44.831384559250544,24.10289492432825,9.159100071244735,30.369647604653597,19.282315939462602,55.43665832595498,40.0108055743849,4.338521086379085,29.88758970616703,44.34932666076398,0.03920362398045236,0.040234146635437,0.03946820343375913,0.04140020375680137,0.039617845189408724,0.039403343685494,0.04040451645806299,0.03970575725740796,0.03946174027403883,0.03951394849584289,0.038999531513052486,0.04004340352173225,0.040485837311945175
739,AQD20719@N,33.38409974000208,16.45013610376914,38.706202597103854,24.19137662318991,17.901618701160533,28.061996882900296,17.901618701160533,41.60916779188664,7.257412986956973,36.287064934784865,44.028305454205636,23.223721558262312,9.676550649275963,31.448789610146882,20.320756363479525,54.188683635945395,40.64151272695905,4.3544477921741835,29.51347948029169,44.512132986669435,0.0391985547791325,0.040166594860417876,0.039488626856124254,0.04084744346420656,0.03932070894404175,0.03891873621837629,0.040269972811366794,0.039575872104156626,0.039365532152454405,0.039559519208822114,0.03916984105977097,0.04000628324916009,0.040284781828171586
740,YP_009513010@N,42.38522168357814,18.573299389433117,45.24265235887554,32.86045276592013,20.95449161884762,30.003022090622725,23.33568384826212,41.43274479181233,9.048530471775107,37.146598778866235,50.95751370947035,29.526783644739826,14.763391822369913,34.76540654945173,24.288160740027923,60.00604418124545,38.09907567063203,3.8099075670632034,36.19412188710043,40.004029454163636,0.040710669352644446,0.041680971255132454,0.03999328920809443,0.039556254637828324,0.04062214466100104,0.04038552481479168,0.0391753516607889,0.03938729583380104,0.040536046591595695,0.03972971745318236,0.03990472455955128,0.04051440691733971,0.041565157171348316
741,AQK38168@N,42.36096862187177,20.450122782972578,39.43952251001855,31.162091859767738,21.42393815359032,29.701368803841127,25.31919963606129,47.71695316026935,12.172692132721773,37.49189176878306,63.29799909015322,19.96321509766371,5.35598453839758,39.92643019532742,25.31919963606129,66.21944520200644,50.63839927212258,5.35598453839758,30.18827648915,61.35036834891774,0.04029509394433144,0.0401497990403381,0.039206744134458994,0.04036700232198565,0.03872051991041357,0.03944296461930535,0.03825912511069188,0.03934696533200173,0.04013540938351505,0.03943493312209543,0.039377621668696836,0.038949716845633926,0.039406419257660925
742,AQY03968@N,34.76285368308975,16.415792017014603,39.5910278057411,23.658053200991635,17.86424425381001,28.969044735908124,18.82987907834028,41.03948004253651,7.242261183977031,38.142575568945695,44.419201928392454,22.209600964196227,9.173530833037573,30.900314384968667,20.278331315135688,51.178645700104354,40.07384521800624,4.345356710386219,29.934679560438394,43.453567103862184,0.03923904518944284,0.040007566779195994,0.04018337056391582,0.04166365617109947,0.03937727299677495,0.039135518675235036,0.03995419918158706,0.039455762018564336,0.039466561976257544,0.0391163803077002,0.03852660318078343,0.04006775796252493,0.04098889273178292
743,APX44047@N,32.870055980855746,15.951644814238819,40.60418679988063,23.202392457074644,17.401794342805985,27.55284104277614,20.78547657612937,41.08756997606969,7.250747642835827,34.32020550942291,46.40478491414929,23.202392457074644,9.184280347592047,31.903289628477637,20.302093399940315,51.23861667603984,42.054336328447796,4.350448585701496,29.969756923721416,44.95463538558213,0.038983926097912916,0.04007314213251299,0.03979744066635332,0.04182014812926069,0.03919013533197289,0.03924349381057945,0.03984850642112898,0.03971667979870232,0.03954291208796694,0.03953789153059188,0.03835941830356484,0.03979422815810606,0.04070890134229163
744,APY23497@N,34.85686092323483,15.976061256482629,38.72984547026092,24.206153418913075,17.912553529995677,28.079137965939168,18.396676598373936,41.634583880530485,7.7459690940521835,35.82510705999135,44.53932229080006,23.237907282156552,9.198338299186968,30.983876376208734,19.84904580350872,54.22178365836529,40.182214675395706,4.357107615404353,29.53150717107395,44.53932229080006,0.03898024671436745,0.04032740974489743,0.03957086485512867,0.04119827392203015,0.039469796737797956,0.03913519247767201,0.03999447695436156,0.03966303170200743,0.03927700543844943,0.0392580256470605,0.038815366635443264,0.0398655902064371,0.04032165058608561
745,APY23506@N,34.29676588215681,15.940750339594011,39.61034932868815,23.669598989094137,17.872962501969045,27.5340233138442,18.3560155425628,42.02561453165694,6.7627425683126114,36.7120310851256,43.95782669403197,22.70349290790662,8.694954730687643,31.398447638594266,19.805174664344076,53.13583446531337,40.57645540987566,4.830530405937579,29.94928851681299,44.92393277521949,0.03910909887492121,0.040236978407092665,0.03973563117265274,0.041057716373138556,0.03902329438104276,0.0390985617889771,0.04026605998578544,0.039447465108827566,0.039636109396129056,0.039380725414830946,0.03872542188930901,0.040413544659602445,0.04081635195393239
746,APY23515@N,34.28514713178478,16.41823947155891,39.11404109400799,23.661580414893724,17.866907660225873,27.52469558467229,18.832686452670515,41.5284880751196,7.243340943334813,35.73381532045175,44.42582445245352,23.1786910186714,8.692009132001775,31.387810754450857,19.798465245115157,53.60072298067762,40.56270928267495,4.346004566000888,29.456253169561574,44.90871384867584,0.039202210898778775,0.04037892728957364,0.03956800752263331,0.04111229881788967,0.03947686948959808,0.039268579208049645,0.040415949919882184,0.03962573710157039,0.03922013849604162,0.039330130499358684,0.03900356333372382,0.04008856783942838,0.040419623361150965
747,AQY55866@N,33.21772076646609,16.849568504729174,38.51329943938097,23.107979663628583,17.812400990713698,27.922142093551205,18.775233476698222,41.40179689733454,6.258411158899408,35.624801981427396,43.32746186930359,23.107979663628583,9.628324859845243,31.29205579449704,19.738065962682747,54.88145170111788,39.957548168357754,4.332746186930359,30.329223308512514,44.77171059828038,0.039493481639937635,0.03988658649872276,0.039650480024702624,0.04139582740898786,0.039550912594678106,0.03928663652541452,0.0401896629165105,0.04001404379864335,0.03967282601521171,0.03968085867737699,0.03916442628450541,0.04001612017455861,0.040581894448487844
748,AVX27612@N,33.87729430679903,16.938647153399515,39.684830473678865,21.778260625799376,17.90656984787949,28.55371948715918,18.87449254235946,40.16879182091885,7.743381555839778,37.265023737478934,45.4923666405587,21.29429927855939,8.71130425031975,30.48956487611913,20.810337931319406,51.78386415467852,42.104637209878796,4.355652125159875,30.48956487611913,44.04048259883874,0.03929868146877932,0.04044686199012285,0.039536801441167516,0.0412052168844232,0.03954089047233794,0.03906006596490965,0.039566306973813276,0.03953026916468547,0.04053999217336347,0.03971740423985931,0.03788219091417893,0.039882041971891075,0.039831929100481625
749,AMD11130@N,43.17960388147438,19.190935058433055,52.775071410690906,38.38187011686611,19.190935058433055,34.543683105179504,26.86730908180628,37.902096740405284,13.913427917363967,40.30096362270942,62.85031231636826,25.907762328884626,11.514561035059833,37.42232336394446,23.508895446580492,50.8559779048476,58.05257855175999,10.075240905677354,36.462776611022804,59.9716720576033,0.0410509640571611,0.04033460107726198,0.03932639885035964,0.040645732166406656,0.03966897084697243,0.04167007186173192,0.03957558808120436,0.039881270482227234,0.03950439015693738,0.03963670956345603,0.03929507822154754,0.039623826103225825,0.040013022070681505
750,AMD11142@N,43.20215501518578,19.200957784527013,52.80263390744929,38.401915569054026,19.200957784527013,35.0417479567618,26.881340898337818,37.92189162444085,14.40071833839526,40.32201134750673,62.88313674432597,25.92129300911147,11.520574670716208,37.44186767982767,23.52117328604559,50.882538128996586,58.08289729819422,10.080502836876683,36.48181979060133,60.002993076646916,0.040976498289662606,0.04037943482645063,0.03931188839989643,0.040623623262656845,0.03974952297130893,0.04154794771241881,0.03946873266280049,0.039958415877480266,0.039587551020019436,0.03963250068403022,0.039107354612888216,0.039761437617925034,0.03987114744928676
751,AMD11153@N,43.126022404478846,19.6462990953737,52.70958293880748,38.33424213731453,19.167121068657266,34.97999595029951,26.833969496120172,37.8550641105981,13.896162774776517,40.25095424418026,62.772321499852545,25.87561344268731,11.50027264119436,37.37588608388167,23.47972330910515,50.792870831941755,57.98054123268823,10.062738561045064,36.41753003044881,59.897253339553956,0.04104075062874635,0.040410609401160015,0.03938720620175782,0.0406673573017936,0.039870348802614294,0.04159532330764203,0.03951182979984082,0.040033478276135986,0.03959103309408401,0.039676531071718944,0.03915709763254857,0.039884062028787345,0.03999634573673856
752,AMD11164@N,43.126022404478846,19.6462990953737,52.70958293880748,38.33424213731453,19.167121068657266,34.97999595029951,26.833969496120172,37.8550641105981,13.896162774776517,40.25095424418026,62.772321499852545,25.87561344268731,11.50027264119436,37.37588608388167,23.47972330910515,50.792870831941755,57.98054123268823,10.062738561045064,36.41753003044881,59.897253339553956,0.04104075062874635,0.040410609401160015,0.03938720620175782,0.0406673573017936,0.039870348802614294,0.04159532330764203,0.03951182979984082,0.040033478276135986,0.03959103309408401,0.039676531071718944,0.03915709763254857,0.039884062028787345,0.03999634573673856
753,AMD11175@N,43.19959652445411,19.199820677535158,52.79950686322169,38.399641355070315,19.199820677535158,35.039672736501664,26.399753431610844,37.919645838131935,13.91986999121299,40.31962342282383,62.87941271892764,25.919757914672463,11.519892406521095,37.43965032119356,23.51978032998057,50.87952479546817,58.079457549543854,10.079905855705958,36.4796592873168,59.99943961729737,0.040956249661896434,0.04041647715834306,0.03931473443282486,0.04060086759611638,0.03975646550341216,0.04149749913889014,0.03959816939791361,0.039888903855827766,0.039619140901345946,0.039600316497400256,0.03911787570069262,0.03962808852131448,0.04000969469564355
754,AMD11186@N,43.13727240763446,19.651424096811255,52.72333294266434,37.864939113368024,19.17212107005976,34.98912095285906,26.840969498083666,37.864939113368024,13.420484749041833,39.782151220374004,62.78869650444572,25.403060417829185,11.503272642035856,37.385636086616536,23.485848310823208,51.28542386240986,57.516363210179286,10.065363561781375,36.427030033113546,59.912878343936754,0.04096164028207472,0.04059075682516226,0.03907981705310242,0.040862721901237034,0.03980321557286131,0.041820300861068686,0.039283394059328645,0.03993675667829352,0.03945277125841795,0.03980183387618258,0.039238236062405375,0.04004613506149274,0.03981939375687873
755,AMD11197@N,43.13860690107223,19.652032032710682,52.7249639901994,38.34542835650865,19.172714178254324,34.990203375314145,26.841799849556057,37.866110502052294,13.420899924778029,40.26269977433408,62.790638933782915,25.403846286186983,11.503628506952596,37.38679264759593,23.48657486836155,51.28701042683032,57.997460389219334,10.06567494358352,36.428156938683216,59.91473180704477,0.040976249033922975,0.040630633715699756,0.03913190305480801,0.04073970274155066,0.03973102707292948,0.041718604753711266,0.0393235609175014,0.04017186540045072,0.03954442082070686,0.03972495148360716,0.03910244841862453,0.03988667539191273,0.04000010273821635
756,AMD11208@N,43.237171740145044,18.736107754062854,53.32584514617889,38.91345456613054,19.2165207733978,35.07015041145098,26.90312908275692,36.99180248879076,14.41239058004835,40.83510664347032,63.41451855221273,25.461890024752083,11.529912464038679,37.47221550812571,23.059824928077358,50.92378004950417,57.6495623201934,10.56908642536879,36.511389469455814,60.05162741686812,0.040983040964782176,0.04049241272185729,0.039259503558045535,0.0404601084347706,0.03960666415466638,0.04163051081506386,0.03920495762471707,0.04019913643868206,0.03946082745590587,0.0395195598615016,0.039330105087549784,0.03953844373296201,0.039901709814550906
757,AMD11219@N,43.13013143067175,19.168947302520777,50.31848666911704,37.85867092247854,19.168947302520777,34.98332882710042,26.35730254096607,37.85867092247854,13.897486794327564,40.734013017856654,62.29907873319253,25.87807885840305,11.501368381512467,36.42099987478948,22.523513080461914,50.79771035168007,57.98606559012536,10.06369733382341,36.42099987478948,59.90296032037743,0.040976011664608854,0.04042154014801292,0.03951985067959522,0.04067261292891319,0.039961855587660515,0.04134604602031403,0.0395860423723492,0.03975430255182543,0.03989175570309803,0.03903645410109162,0.03963083653819056,0.039773414094306826,0.04020559504701407
758,AMD11230@N,43.151637040030856,19.178505351124826,52.26142708181515,37.877548068471526,19.178505351124826,35.00077226580281,26.849907491574754,37.877548068471526,13.904416379565498,40.27486123736213,62.8096050249338,25.890982224018515,11.507103210674895,37.39808543469341,22.53474378757167,50.823039180480784,58.01497868715259,10.068715309340533,36.43916016713717,59.93282922226508,0.04099693968295779,0.040343707298265606,0.03950041628449894,0.04060879645095335,0.03991433642597716,0.04138257114086019,0.03953420093347704,0.03974177451918892,0.03993970578470776,0.03909108642380543,0.03954704949407862,0.039869748796316364,0.04006703298679211
759,AIM47748@N,42.95815946993002,20.01459702576285,40.51735495459308,30.754136893245352,21.47907973496501,30.265975990177967,25.3843669595041,46.86344669446911,12.204022576684663,37.100228633121375,63.46091739876025,20.01459702576285,5.369769933741252,40.0291940515257,25.872527862571488,64.92540010796242,51.745055725142976,5.369769933741252,30.265975990177967,61.508273786490705,0.040144471844712655,0.04004879727260655,0.039298488254595,0.04040916148762717,0.038649416011376524,0.03916182112187609,0.03821442804904694,0.03932097505785205,0.040121152455540425,0.03934962877561135,0.03918974947500493,0.03879613436218054,0.039134872764583245
760,APU57645@N,32.042281802676456,12.912561323466633,34.91173987455793,33.4770108386172,21.520935539111054,23.912150599012282,19.607963491190073,35.868225898518425,7.6518881916839305,32.99876782663695,44.47660011416284,18.65147746722958,11.477832287525896,33.4770108386172,18.65147746722958,41.607142042281374,37.30295493445916,7.6518881916839305,29.172823730794985,44.95484312614309,0.0425799467270486,0.04067548877916129,0.03989992227891182,0.03944062011990826,0.04034234674823252,0.04000172311732875,0.03876265935766025,0.04102611554194833,0.03993229174515701,0.0389001302124645,0.03932036259491177,0.04137753256102954,0.03949784823599183
761,AGY31028@N,42.95792063114389,20.014485748601132,40.51712968619253,30.753965906387105,21.478960315571946,30.265807717396832,25.384225827494117,47.351344332056335,12.203954724756787,37.100022363260635,63.46056456873529,20.014485748601132,5.3697400788929865,40.028971497202264,25.87238401648439,64.92503913570611,51.74476803296878,5.3697400788929865,30.265807717396832,61.50793181277421,0.04011526363239228,0.040110547794762814,0.03924379046645739,0.040346146287506185,0.038653634886181426,0.03918460537132523,0.03825607636910992,0.03929609347221679,0.04008180239551815,0.039304077182667506,0.03926408678448277,0.03877374659694312,0.03921193977016496
762,AGY31034@N,42.95128928020612,20.011396141914215,40.51087511655804,30.749218461965743,21.47564464010306,30.26113562923613,25.38030730193998,47.34403477477265,12.202070818240374,37.09429528745074,63.938851087579565,20.011396141914215,5.368911160025765,40.02279228382843,25.38030730193998,64.9150167530388,51.736780269339185,5.368911160025765,30.26113562923613,61.498436923931486,0.04013755855492254,0.04011178771804943,0.03926627988919381,0.040372192020908845,0.038642761756033595,0.039190727599980914,0.03822598022406107,0.03927764639725837,0.04008308453549713,0.03928941223532515,0.039287880158072316,0.038790579556738425,0.03924127662434341
763,AJT47842@N,30.248416656148343,16.804675920082413,40.81135580591443,24.006679885832018,17.28480951779905,26.88748147213186,20.165611104098893,39.37095501276451,7.682137563466245,34.089485437881464,45.612691783080834,22.566279092682095,9.122538356616166,31.688817449298263,21.606011897248816,47.53322617394739,42.25175659906435,4.801335977166404,31.688817449298263,44.65242458764755,0.039055107946100794,0.040552067666681284,0.03952866117663076,0.041659771632755305,0.03958453678281986,0.03942347601104684,0.04031581409077037,0.040118399114216385,0.0404136412999216,0.039844982500881816,0.038769443783192095,0.04019128170695768,0.04040921857138492
764,AJT47914@N,29.705132128989934,17.248141236187703,40.724777918776525,23.955751716927367,17.248141236187703,26.351326888620104,20.12283144221899,39.28743281576088,8.144955583755305,34.01716743803686,45.515928262162,22.518406613911726,9.1031856524324,32.10070730068267,21.08106151089608,47.432388399516185,42.16212302179216,4.791150343385473,31.621592266344123,44.5576981934849,0.03921279299498614,0.04073170246814865,0.039725365436669886,0.041694064122569895,0.03968816010567718,0.03951183031470283,0.040447362141399074,0.04031971385833418,0.04034687794068014,0.0398418585434508,0.03861292605898709,0.04023932206787287,0.04051298960797396
765,AJT47923@N,31.585727791125063,17.228578795159127,38.76430228910803,22.9714383935455,17.228578795159127,26.800011459136417,20.57858022755118,41.15716045510236,7.178574497982969,34.935729223517114,44.98573352069327,22.492866760346637,8.614289397579563,30.628584524727334,21.057151860750043,50.25002148588078,40.20001718870463,4.785716331988646,31.585727791125063,44.028590254295544,0.039508803445308466,0.04039380737265664,0.04033618568602928,0.04169504831908327,0.03942195094824796,0.03968945003999161,0.0405916179683246,0.03962883923171266,0.040040482899040414,0.039957390449341726,0.038881360920555864,0.0407143622863084,0.04056906723453453
766,AJT47932@N,31.482263494774553,17.64914771676755,38.63732337995059,22.896191632563312,17.172143724422483,26.712223571323864,20.511171670837967,40.54533934933086,7.155059885176034,35.2982954335351,44.83837528043649,22.896191632563312,8.586071862211242,30.528255510084414,20.988175663183036,50.085419196232245,39.114327372295655,4.77003992345069,31.482263494774553,43.884367295746344,0.03967929093223266,0.04052295137339042,0.04034985853205214,0.04186551459222631,0.039529669946576695,0.03964342678885836,0.04076462542963888,0.039829350632862644,0.040130836899831705,0.040001960749251456,0.038989219210989766,0.0408516752300026,0.040837627337017214
767,AJT47950@N,30.25761768995144,16.809787605528577,40.823769899140835,24.4942619394845,17.290067251400824,26.895660168845726,20.171745126634292,38.90265131565185,7.684474333955921,34.0998548569294,45.14628671199104,22.57314335599552,8.645033625700412,31.698456627568174,22.092863710123275,47.547684941352266,42.74488848262981,4.802796458722451,31.698456627568174,44.666007066118794,0.039123319129764494,0.040550768164321925,0.039591491208926854,0.041702205947210344,0.039640753541083915,0.039387242478962865,0.04031177768160021,0.040097818532044506,0.0403694004461064,0.03973970444461035,0.0386143720994069,0.04021895193111523,0.04037254852260103
768,AJP16730@N,29.26224802390248,17.269523423942445,40.77526363986411,23.985449199920065,17.269523423942445,26.38399411991207,20.147777327932854,39.3361366878689,7.6753437439744205,34.05933786388649,46.052062463846525,22.54632224792486,9.114470695969624,31.181083959896082,21.586904279928056,47.97089839984013,42.21439059185931,4.797089839984013,31.660792943894485,45.09264449584972,0.03913801744612033,0.040577303746475814,0.039692392801520704,0.041650795816540756,0.039612497475452514,0.039451347971026625,0.040340360876638365,0.040200051935414156,0.040461551766829924,0.03984194301680801,0.03868046151745841,0.04029057437705313,0.04035371725425993
769,AJP16739@N,32.62538079695655,16.792475410198225,37.42323091415604,23.989250585997464,17.752045433638123,28.307315691477008,19.191400468797973,41.74129601963559,6.71699016407929,34.0647358321164,45.579576113395184,22.549895550837615,8.636130210959088,32.1455957852366,21.11054051567777,48.93807119543483,41.26151100791564,4.318065105479544,31.186025761796703,43.18065105479543,0.03982536159562831,0.0404169650223938,0.039829953889666536,0.04128856106725375,0.0389813140708752,0.03963289025124076,0.040652711328692595,0.039302615647083164,0.04021869809549844,0.03964559187839275,0.03877695124404484,0.04067423218800858,0.040969142001272184
770,AJH76957@N,43.417755692409784,21.95279782200495,42.929915740809676,32.68527675720737,21.464957870404838,27.80687724120627,24.391997580005498,46.34479540201045,9.7567990320022,37.563676273208465,68.2975932240154,19.02575811240429,6.341919370801429,35.612316466808025,24.87983753160561,63.4191937080143,51.223194918011544,5.3662394676012095,31.221756902407037,59.51647409521342,0.04008325654733692,0.04027106610185708,0.039109297909659266,0.04041639911550208,0.038673946231379625,0.039748405297794914,0.03817687460644482,0.03949743283354183,0.040161968139482994,0.03919674294448904,0.039314898247888454,0.038625915869531714,0.0388838445549812
771,AKJ66253@N,34.706157532739276,16.87104880063715,42.41863698445912,24.101498286624498,17.835108732102128,28.43976797821691,17.353078766369638,40.00848715579667,5.78435958878988,38.08036729286671,43.3826969159241,22.17337842369454,8.676539383184819,30.36788784114687,21.69134845796205,48.68502653898149,40.972547087261646,4.8202996573249,31.331947772611848,43.86472688165659,0.0396398263920145,0.04090823711559043,0.03946227700241607,0.04161546600043909,0.0389792150979589,0.0391576017989073,0.04023848579103431,0.039487673811990635,0.04026045882639005,0.03959681518467592,0.03833698546804634,0.039995417512849234,0.0402915742651972
